id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,acc,auc,balacc,logloss,mae,r2,rmse,infer_batch_size_df_1,infer_batch_size_file_1,infer_batch_size_file_10,infer_batch_size_file_100,infer_batch_size_file_1000,infer_batch_size_file_10000
openml.org/t/233214,Santander_transaction_value,GeneticLLM_AutoML,5min8c_gp3,1,regression,-2410940000.0,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T23:03:48,400.7,333.8,0.03,1.0,104568598,,,,,,136926000.0,-92094.0,2410940000.0,0.0162358,0.212471,0.224334,0.242465,0.292007,
openml.org/t/233214,Santander_transaction_value,GeneticLLM_AutoML,5min8c_gp3,2,regression,-1925870000.0,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T23:09:52,364.0,296.9,0.06,1.0,104568599,,,,,,167506000.0,-68357.7,1925870000.0,0.0163059,0.213619,0.224795,0.257923,0.344816,
openml.org/t/233214,Santander_transaction_value,GeneticLLM_AutoML,5min8c_gp3,3,regression,-305017000.0,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T23:16:27,395.0,328.0,0.03,1.0,104568600,,,,,,28239000.0,-1303.57,305017000.0,0.0167373,0.213144,0.222818,0.229488,0.281231,
openml.org/t/233214,Santander_transaction_value,GeneticLLM_AutoML,5min8c_gp3,4,regression,-102499000.0,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T23:23:36,428.0,360.2,0.05,1.0,104568601,,,,,,15564800.0,-145.112,102499000.0,0.0165757,0.215648,0.232225,0.252133,0.333956,
openml.org/t/233214,Santander_transaction_value,GeneticLLM_AutoML,5min8c_gp3,5,regression,-285437000.0,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T23:30:30,413.7,346.2,0.04,1.0,104568602,,,,,,26106100.0,-1012.69,285437000.0,0.0163888,0.21337,0.241578,0.250101,0.32105,
openml.org/t/233214,Santander_transaction_value,GeneticLLM_AutoML,5min8c_gp3,6,regression,-7682310.0,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T23:40:36,605.9,539.7,0.03,1.0,104568603,,,,,,5184100.0,0.136595,7682310.0,0.0167605,0.213703,0.214648,0.223091,0.283409,
openml.org/t/233214,Santander_transaction_value,GeneticLLM_AutoML,5min8c_gp3,7,regression,-250977000.0,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T23:48:03,447.1,378.7,0.04,1.0,104568604,,,,,,23224300.0,-871.673,250977000.0,0.0168223,0.212579,0.251137,0.263784,0.309101,
openml.org/t/233214,Santander_transaction_value,GeneticLLM_AutoML,5min8c_gp3,8,regression,-14568800000.0,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T23:54:09,365.7,298.9,0.04,1.0,104568605,,,,,,1157350000.0,-3944680.0,14568800000.0,0.0173777,0.215283,0.222472,0.234831,0.311404,
openml.org/t/233214,Santander_transaction_value,GeneticLLM_AutoML,5min8c_gp3,9,regression,-575650000.0,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T00:01:08,419.7,352.2,0.04,1.0,104568606,,,,,,68737900.0,-4557.31,575650000.0,0.0164715,0.213394,0.266582,0.265718,0.334376,
openml.org/t/359975,Satellite,GeneticLLM_AutoML,5min8c_gp3,0,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T00:58:52,19.4,,,,1670688,"NoResultError: 
All the 5 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/359975,Satellite,GeneticLLM_AutoML,5min8c_gp3,1,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T00:58:57,5.5,,,,1670689,"NoResultError: 
All the 4 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/359975,Satellite,GeneticLLM_AutoML,5min8c_gp3,2,binary,0.961659,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T01:03:52,294.1,291.5,0.001,1.0,1670690,,0.994118,0.961659,0.785714,0.024306,,,,0.000583172,0.00458622,0.00448132,0.00492096,0.00515342,
openml.org/t/359975,Satellite,GeneticLLM_AutoML,5min8c_gp3,3,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T01:03:56,4.0,,,,1670691,"NoResultError: 
All the 5 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/359975,Satellite,GeneticLLM_AutoML,5min8c_gp3,4,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T01:04:02,6.7,,,,1670692,"NoResultError: 
All the 5 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/359975,Satellite,GeneticLLM_AutoML,5min8c_gp3,5,binary,0.998506,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T01:08:56,293.9,291.3,0.001,1.0,1670693,,0.994118,0.998506,0.8125,0.0194291,,,,0.000579715,0.00393724,0.00422621,0.00423622,0.00515676,
openml.org/t/359975,Satellite,GeneticLLM_AutoML,5min8c_gp3,6,binary,0.99502,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T01:13:59,302.6,300.0,0.003,1.0,1670694,,0.990196,0.99502,0.749004,0.0237734,,,,0.000821948,0.00458884,0.00465608,0.00494218,0.00828218,
openml.org/t/359975,Satellite,GeneticLLM_AutoML,5min8c_gp3,7,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T01:14:03,3.6,,,,1670695,"NoResultError: 
All the 5 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/359975,Satellite,GeneticLLM_AutoML,5min8c_gp3,8,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T01:14:13,10.3,,,,1670696,"NoResultError: 
All the 3 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/359975,Satellite,GeneticLLM_AutoML,5min8c_gp3,9,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T01:19:07,293.8,,,,1670697,NoResultError: This 'Pipeline' has no attribute 'predict_proba',,,,,,,,,,,,,
openml.org/t/317614,Yolanda,GeneticLLM_AutoML,5min8c_gp3,0,regression,-9.59809,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T01:00:19,430.6,318.6,0.03,1.0,104568597,,,,,,6.81675,0.237765,9.59809,0.000865221,0.00726604,0.0068779,0.00675201,0.00974536,0.0301995
openml.org/t/317614,Yolanda,GeneticLLM_AutoML,5min8c_gp3,1,regression,-9.53057,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T01:07:02,403.3,293.7,0.01,1.0,104568598,,,,,,6.78823,0.241577,9.53057,0.000752687,0.00690508,0.00827503,0.0909793,0.0651021,0.0283093
openml.org/t/317614,Yolanda,GeneticLLM_AutoML,5min8c_gp3,2,regression,-9.57721,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T01:13:50,407.0,293.4,0.009,1.0,104568599,,,,,,6.8062,0.229997,9.57721,0.000746608,0.0110872,0.0109682,0.0111537,0.0154505,0.0466802
openml.org/t/317614,Yolanda,GeneticLLM_AutoML,5min8c_gp3,3,regression,-9.52246,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T01:20:27,396.9,292.1,0.008,1.0,104568600,,,,,,6.77192,0.235927,9.52246,0.000749588,0.0114691,0.00686646,0.00730729,0.0122499,0.0307894
openml.org/t/317614,Yolanda,GeneticLLM_AutoML,5min8c_gp3,4,regression,-10.8305,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T01:40:12,1184.6,1079.9,0.06,1.0,104568601,,,,,,8.0913,0.00332396,10.8305,0.0013479,0.00783491,0.00754213,0.00775576,0.00982094,0.0326025
openml.org/t/317614,Yolanda,GeneticLLM_AutoML,5min8c_gp3,5,regression,-9.63867,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T01:46:57,405.4,300.1,0.009,1.0,104568602,,,,,,6.84098,0.238481,9.63867,0.000743985,0.00697207,0.00675058,0.0115597,0.0162239,0.0489879
openml.org/t/317614,Yolanda,GeneticLLM_AutoML,5min8c_gp3,6,regression,-9.83672,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T01:53:51,413.6,308.7,0.009,1.0,104568603,,,,,,7.12064,0.193745,9.83672,0.000733376,0.00719023,0.00680113,0.0118849,0.0172181,0.0475008
openml.org/t/317614,Yolanda,GeneticLLM_AutoML,5min8c_gp3,7,regression,-9.56448,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T02:00:34,402.6,297.8,0.009,1.0,104568604,,,,,,6.80224,0.232691,9.56448,0.000743508,0.00729489,0.00678825,0.0113213,0.0171499,0.0517957
openml.org/t/317614,Yolanda,GeneticLLM_AutoML,5min8c_gp3,8,regression,-9.49922,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T02:07:13,398.5,293.1,0.009,1.0,104568605,,,,,,6.78465,0.237679,9.49922,0.00075233,0.0104284,0.00680995,0.00696826,0.0114014,0.0402765
openml.org/t/317614,Yolanda,GeneticLLM_AutoML,5min8c_gp3,9,regression,-9.53656,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T02:13:59,406.1,301.0,0.02,1.0,104568606,,,,,,6.81358,0.237023,9.53656,0.000735521,0.00720835,0.00684834,0.0110996,0.0169847,0.0490589
openml.org/t/359944,abalone,GeneticLLM_AutoML,5min8c_gp3,0,regression,-2.82649,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T18:02:45,294.9,292.6,0.002,1.0,104568597,,,,,,2.08853,0.225462,2.82649,0.00162828,0.00420833,0.0041666,0.00407004,0.00697517,
openml.org/t/359944,abalone,GeneticLLM_AutoML,5min8c_gp3,1,regression,-2.22178,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T18:07:40,294.8,292.4,0.002,1.0,104568598,,,,,,1.55058,0.531551,2.22178,0.00159383,0.00450826,0.00431967,0.00438595,0.00710368,
openml.org/t/359944,abalone,GeneticLLM_AutoML,5min8c_gp3,2,regression,-2.35285,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T18:12:37,296.4,294.1,0.002,1.0,104568599,,,,,,1.63105,0.473342,2.35285,0.00166214,0.00454068,0.00436687,0.00444365,0.00732708,
openml.org/t/359944,abalone,GeneticLLM_AutoML,5min8c_gp3,3,regression,-2.17715,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T18:17:32,295.3,293.0,0.002,1.0,104568600,,,,,,1.60364,0.55551,2.17715,0.00162613,0.00683045,0.00634265,0.00677991,0.0076251,
openml.org/t/359944,abalone,GeneticLLM_AutoML,5min8c_gp3,4,regression,-2.40191,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T18:22:27,294.9,292.6,0.002,1.0,104568601,,,,,,1.66744,0.529503,2.40191,0.00161827,0.00461555,0.00441885,0.00442481,0.00702953,
openml.org/t/359944,abalone,GeneticLLM_AutoML,5min8c_gp3,5,regression,-2.2065,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T18:27:22,295.0,292.6,0.002,1.0,104568602,,,,,,1.60132,0.552619,2.2065,0.00162733,0.00703263,0.00675917,0.00740242,0.00761795,
openml.org/t/359944,abalone,GeneticLLM_AutoML,5min8c_gp3,6,regression,-2.01996,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T18:32:18,295.8,293.4,0.002,1.0,104568603,,,,,,1.49878,0.564584,2.01996,0.00161707,0.00474834,0.00460577,0.0046823,0.00524163,
openml.org/t/359944,abalone,GeneticLLM_AutoML,5min8c_gp3,7,regression,-2.01427,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T18:37:13,295.4,293.0,0.002,1.0,104568604,,,,,,1.45551,0.554844,2.01427,0.00164151,0.0048418,0.00465822,0.00475311,0.00697112,
openml.org/t/359944,abalone,GeneticLLM_AutoML,5min8c_gp3,8,regression,-2.50716,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T18:42:09,296.0,293.6,0.002,1.0,104568605,,,,,,1.85153,0.399077,2.50716,0.0016073,0.00481939,0.00462294,0.00472713,0.00508404,
openml.org/t/359944,abalone,GeneticLLM_AutoML,5min8c_gp3,9,regression,-2.52291,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T18:47:06,296.6,292.6,0.002,1.0,104568606,,,,,,1.88387,0.340762,2.52291,0.00167012,0.00459623,0.00446153,0.00452304,0.00473022,
openml.org/t/190411,ada,GeneticLLM_AutoML,5min8c_gp3,0,binary,0.909198,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T01:12:24,294.2,291.7,0.009,1.0,1670688,,0.826506,0.909198,0.800068,0.436213,,,,0.000701427,0.00474834,0.00498438,0.00495625,0.00556207,
openml.org/t/190411,ada,GeneticLLM_AutoML,5min8c_gp3,1,binary,0.913275,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T01:17:19,294.6,292.0,0.001,1.0,1670689,,0.838554,0.913275,0.827592,0.4753,,,,0.000818968,0.005198,0.00506496,0.00515938,0.00584507,
openml.org/t/190411,ada,GeneticLLM_AutoML,5min8c_gp3,2,binary,0.877521,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T01:22:13,294.1,291.5,0.001,1.0,1670690,,0.821687,0.877521,0.676547,0.390089,,,,0.00080204,0.00492239,0.00484085,0.00499082,0.00696015,
openml.org/t/190411,ada,GeneticLLM_AutoML,5min8c_gp3,3,binary,0.92317,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T01:27:09,295.3,292.7,0.003,1.0,1670691,,0.855422,0.92317,0.760767,0.297849,,,,0.000991344,0.00530958,0.00528574,0.00561261,0.00840473,
openml.org/t/190411,ada,GeneticLLM_AutoML,5min8c_gp3,4,binary,0.923824,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T01:32:03,294.0,291.5,0.001,1.0,1670692,,0.860241,0.923824,0.864778,0.466147,,,,0.000685811,0.00510335,0.00489068,0.00499511,0.00529766,
openml.org/t/190411,ada,GeneticLLM_AutoML,5min8c_gp3,5,binary,0.882126,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T01:36:57,294.2,291.7,0.001,1.0,1670693,,0.838554,0.882126,0.730038,0.373415,,,,0.00079608,0.00476193,0.00597048,0.00602674,0.0069344,
openml.org/t/190411,ada,GeneticLLM_AutoML,5min8c_gp3,6,binary,0.867376,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T01:41:51,293.7,291.2,0.001,1.0,1670694,,0.778313,0.867376,0.787528,0.523023,,,,0.000682592,0.00507545,0.00500154,0.00498819,0.00513625,
openml.org/t/190411,ada,GeneticLLM_AutoML,5min8c_gp3,7,binary,0.90925,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T01:46:51,300.4,297.9,0.003,1.0,1670695,,0.835749,0.90925,0.767302,0.318642,,,,0.00151598,0.00592995,0.00575709,0.0061543,0.00929618,
openml.org/t/190411,ada,GeneticLLM_AutoML,5min8c_gp3,8,binary,0.900259,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T01:51:45,294.2,291.7,0.001,1.0,1670696,,0.816425,0.900259,0.819374,0.491386,,,,0.000698328,0.00500178,0.0049212,0.00502157,0.00526857,
openml.org/t/190411,ada,GeneticLLM_AutoML,5min8c_gp3,9,binary,0.887946,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T01:56:40,294.5,291.9,0.001,1.0,1670697,,0.828502,0.887946,0.701452,0.366307,,,,0.000681877,0.00473022,0.00459886,0.00510454,0.00577688,
openml.org/t/359983,adult,GeneticLLM_AutoML,5min8c_gp3,0,binary,0.8828,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T09:58:08,329.3,325.5,0.04,1.0,1670688,,0.82477,0.8828,0.687817,0.368283,,,,0.00367939,0.00780416,0.00781226,0.00871229,0.0163486,0.0882523
openml.org/t/359983,adult,GeneticLLM_AutoML,5min8c_gp3,1,binary,0.8837,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T10:03:27,319.5,315.6,0.03,1.0,1670689,,0.839509,0.8837,0.748515,0.353378,,,,0.00322938,0.00695157,0.00691104,0.00758672,0.0127859,0.0838351
openml.org/t/359983,adult,GeneticLLM_AutoML,5min8c_gp3,2,binary,0.864694,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T10:10:09,402.0,396.4,0.01,1.0,1670690,,0.760852,0.864694,0.5,0.544016,,,,0.00340557,0.00708818,0.00732589,0.00771952,0.00983238,0.0281274
openml.org/t/359983,adult,GeneticLLM_AutoML,5min8c_gp3,3,binary,0.878875,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T10:15:21,311.5,308.0,0.02,1.0,1670691,,0.760852,0.878875,0.5,0.445398,,,,0.00335085,0.00731087,0.0072782,0.00779867,0.0113654,0.0427899
openml.org/t/359983,adult,GeneticLLM_AutoML,5min8c_gp3,4,binary,0.879301,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T10:20:40,319.3,315.8,0.02,1.0,1670692,,0.829853,0.879301,0.722929,0.358844,,,,0.00339067,0.00744629,0.0073278,0.00782681,0.0115581,0.0456192
openml.org/t/359983,adult,GeneticLLM_AutoML,5min8c_gp3,5,binary,0.877507,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T10:25:52,311.0,307.1,0.04,1.0,1670693,,0.832105,0.877507,0.739556,0.361807,,,,0.00366092,0.00815749,0.00820661,0.00900698,0.0161202,0.0822935
openml.org/t/359983,adult,GeneticLLM_AutoML,5min8c_gp3,6,binary,0.890774,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T10:31:10,318.2,314.6,0.02,1.0,1670694,,0.837838,0.890774,0.748307,0.343859,,,,0.00323582,0.00732589,0.00718951,0.00760317,0.0112202,0.0454638
openml.org/t/359983,adult,GeneticLLM_AutoML,5min8c_gp3,7,binary,0.890463,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T10:36:33,322.9,319.2,0.03,1.0,1670695,,0.841319,0.890463,0.737405,0.347595,,,,0.00337696,0.00737524,0.00735593,0.00794053,0.012641,0.0549207
openml.org/t/359983,adult,GeneticLLM_AutoML,5min8c_gp3,8,binary,0.868182,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T10:42:06,332.6,329.0,0.02,1.0,1670696,,0.760647,0.868182,0.5,0.548337,,,,0.00340164,0.00738811,0.00739408,0.00798416,0.012358,0.0520568
openml.org/t/359983,adult,GeneticLLM_AutoML,5min8c_gp3,9,binary,0.893932,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T10:47:40,333.8,330.0,0.04,1.0,1670697,,0.845414,0.893932,0.758564,0.338748,,,,0.00341296,0.00741148,0.00744009,0.00835729,0.0155015,0.0837326
openml.org/t/189354,airlines,GeneticLLM_AutoML,5min8c_gp3,0,binary,0.713905,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T11:52:51,411.3,404.7,0.3,1.0,1670688,,0.661525,0.713905,0.64524,0.611954,,,,0.00323117,0.00677228,0.0065124,0.00714421,0.0131974,0.0711205
openml.org/t/189354,airlines,GeneticLLM_AutoML,5min8c_gp3,1,binary,0.702753,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T11:58:38,346.3,340.4,0.2,1.0,1670689,,0.656723,0.702753,0.639601,0.61992,,,,0.00343227,0.00698304,0.00688863,0.00731492,0.0106902,0.0420892
openml.org/t/189354,airlines,GeneticLLM_AutoML,5min8c_gp3,2,binary,0.688653,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T12:05:53,434.7,427.5,0.6,1.0,1670690,,0.636107,0.688653,0.60159,0.651652,,,,0.00330126,0.00686097,0.0069387,0.00811672,0.0188694,0.125321
openml.org/t/189354,airlines,GeneticLLM_AutoML,5min8c_gp3,3,binary,0.69306,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T12:11:05,311.1,305.4,0.04,1.0,1670691,,0.64715,0.69306,0.630576,0.62627,,,,0.00311172,0.00697351,0.0068531,0.00695801,0.00781751,0.0149171
openml.org/t/189354,airlines,GeneticLLM_AutoML,5min8c_gp3,4,binary,0.702648,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T12:21:09,604.4,597.3,0.5,1.0,1670692,,0.65401,0.702648,0.633079,0.620463,,,,0.0033561,0.00684905,0.00689173,0.00784445,0.0166895,0.101591
openml.org/t/189354,airlines,GeneticLLM_AutoML,5min8c_gp3,5,binary,0.681795,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T12:27:06,356.3,350.9,0.04,1.0,1670693,,0.635266,0.681795,0.616569,0.633362,,,,0.00332654,0.00691438,0.00679445,0.00683665,0.00767946,0.0149906
openml.org/t/189354,airlines,GeneticLLM_AutoML,5min8c_gp3,6,binary,0.695774,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T12:34:38,451.3,445.2,0.2,1.0,1670694,,0.647855,0.695774,0.630384,0.624152,,,,0.00333285,0.00679159,0.00663161,0.00710249,0.0112987,0.0501394
openml.org/t/189354,airlines,GeneticLLM_AutoML,5min8c_gp3,7,binary,0.683082,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T12:40:10,331.7,326.3,0.04,1.0,1670695,,0.636008,0.683082,0.617806,0.631347,,,,0.0031296,0.00677013,0.00652289,0.0066154,0.00745511,0.014585
openml.org/t/189354,airlines,GeneticLLM_AutoML,5min8c_gp3,8,binary,0.692403,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T12:45:26,316.1,310.7,0.04,1.0,1670696,,0.646705,0.692403,0.631301,0.626614,,,,0.00311065,0.00650001,0.00658679,0.00655842,0.00753951,0.0144608
openml.org/t/189354,airlines,GeneticLLM_AutoML,5min8c_gp3,9,binary,0.673359,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T12:52:29,422.9,417.1,0.2,1.0,1670697,,0.554544,0.673359,0.5,0.686966,,,,0.00332046,0.00696135,0.00673199,0.00711751,0.0102932,0.0386267
openml.org/t/189356,albert,GeneticLLM_AutoML,5min8c_gp3,0,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T19:45:16,765.8,,,,1670688,NoResultError: list index out of range,,,,,,,,,,,,,
openml.org/t/189356,albert,GeneticLLM_AutoML,5min8c_gp3,1,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T19:50:28,311.7,,,,1670689,"NoResultError: 
All the 5 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/189356,albert,GeneticLLM_AutoML,5min8c_gp3,2,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T19:53:13,164.8,,,,1670690,"NoResultError: 
All the 5 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/189356,albert,GeneticLLM_AutoML,5min8c_gp3,3,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T19:57:58,284.8,,,,1670691,"NoResultError: 
All the 2 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/189356,albert,GeneticLLM_AutoML,5min8c_gp3,4,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T20:02:48,289.7,,,,1670692,"NoResultError: 
All the 2 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/189356,albert,GeneticLLM_AutoML,5min8c_gp3,5,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T20:08:00,311.6,,,,1670693,"NoResultError: 
All the 5 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/189356,albert,GeneticLLM_AutoML,5min8c_gp3,6,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T20:13:06,305.5,,,,1670694,"NoResultError: 
All the 4 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/189356,albert,GeneticLLM_AutoML,5min8c_gp3,7,binary,0.752618,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T20:37:34,1467.4,1422.7,0.7,1.0,1670695,,0.687118,0.752618,0.687118,0.591738,,,,0.0204071,0.600949,0.599505,0.604556,0.618097,0.774066
openml.org/t/189356,albert,GeneticLLM_AutoML,5min8c_gp3,8,binary,0.715651,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T20:59:52,1337.4,1292.0,0.8,1.0,1670696,,0.65817,0.715651,0.65817,0.691192,,,,0.0212419,0.596345,0.609658,0.606107,0.624394,0.803686
openml.org/t/189356,albert,GeneticLLM_AutoML,5min8c_gp3,9,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T21:04:39,287.4,,,,1670697,"NoResultError: 
All the 2 fits failed.
It is very likely that your model is misconfigured.
You can try to debug the error by setting error_score='raise'.

Below are more details about the failures:
-…",,,,,,,,,,,,,
openml.org/t/10090,amazon-commerce-reviews,GeneticLLM_AutoML,5min8c_gp3,0,multiclass,-3.10553,neg_logloss,local,stable,,"dev [master, 16091f9]",2024-10-29T00:41:31,801.3,749.9,0.2,1.0,1670688,,0.513333,,0.513333,3.10553,,,,0.0451512,0.450513,0.480402,0.613044,1.28231,
openml.org/t/10090,amazon-commerce-reviews,GeneticLLM_AutoML,5min8c_gp3,1,multiclass,-1.41961,neg_logloss,local,stable,,"dev [master, 16091f9]",2024-10-29T00:47:21,348.9,303.8,0.08,1.0,1670689,,0.733333,,0.733333,1.41961,,,,0.033504,0.431634,0.427583,0.4299,0.568815,
openml.org/t/10090,amazon-commerce-reviews,GeneticLLM_AutoML,5min8c_gp3,2,multiclass,-2.35702,neg_logloss,local,stable,,"dev [master, 16091f9]",2024-10-29T00:57:41,620.3,572.6,0.07,1.0,1670690,,0.52,,0.52,2.35702,,,,0.0378985,0.438038,0.46458,0.499524,0.697783,
openml.org/t/10090,amazon-commerce-reviews,GeneticLLM_AutoML,5min8c_gp3,3,multiclass,-1.72219,neg_logloss,local,stable,,"dev [master, 16091f9]",2024-10-29T01:03:37,356.0,309.9,0.05,1.0,1670691,,0.68,,0.68,1.72219,,,,0.0346886,0.419683,0.424406,0.43801,0.577346,
openml.org/t/10090,amazon-commerce-reviews,GeneticLLM_AutoML,5min8c_gp3,4,multiclass,-33.881,neg_logloss,local,stable,,"dev [master, 16091f9]",2024-10-29T01:17:39,841.4,793.2,0.08,1.0,1670692,,0.06,,0.06,33.881,,,,0.0406784,0.441483,0.44455,0.477265,0.764728,
openml.org/t/10090,amazon-commerce-reviews,GeneticLLM_AutoML,5min8c_gp3,5,multiclass,-2.21685,neg_logloss,local,stable,,"dev [master, 16091f9]",2024-10-29T01:27:05,566.0,517.9,0.1,1.0,1670693,,0.52,,0.52,2.21685,,,,0.0366831,0.490443,0.462562,0.497398,0.671706,
openml.org/t/10090,amazon-commerce-reviews,GeneticLLM_AutoML,5min8c_gp3,6,multiclass,-2.85331,neg_logloss,local,stable,,"dev [master, 16091f9]",2024-10-29T01:32:51,345.7,299.5,0.04,1.0,1670694,,0.773333,,0.773333,2.85331,,,,0.0322162,0.429438,0.46722,0.476446,0.534256,
